# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  8 06:11:11 2023
#
# User ID:         asafka7a
#
# User preference: first*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
L 98-59 c,0,3.69067450,0.00000250,-0.00000250,0,0.031700,0.000100,-0.000100,0,0.120,0.006,-0.006,0,0.00761,0.00110,-0.00107,0,Mass,5.460000,1.230000,-1.050000,0,0.000000,,,0,M3 V,0.31,0.01,-0.01,0,0.800,,,-1,10.6194000,0.0032000,-0.0032000
L 98-59 d,0,7.45072900,0.00000600,-0.00000600,0,0.050600,0.000200,-0.000200,0,0.141,0.007,-0.007,0,0.00727,0.00145,-0.00142,0,Mass,3.170000,0.850000,-0.730000,0,0.000000,,,0,M3 V,0.31,0.01,-0.01,0,0.800,,,-1,10.6194000,0.0032000,-0.0032000
L 98-59 e,0,12.79600000,0.02000000,-0.01900000,0,0.071700,0.006000,-0.004800,0,0.139,,,0,0.00963,0.00104,-0.00116,0,Msini,4.430000,,,0,0.128000,0.108000,-0.076000,0,M3 V,0.31,0.01,-0.01,0,0.800,,,-1,10.6194000,0.0032000,-0.0032000
GJ 86 b,0,15.76491000,0.00039000,-0.00039000,0,0.110000,0.000000,0.000000,0,1.150,,,0,4.42000,0.20000,-0.20000,0,Msini,3.600000,,,0,0.040000,0.010000,-0.010000,0,K1V,0.93,0.06,-0.06,0,11.300,,,0,10.7836000,0.0054000,-0.0053000
COCONUTS-2 b,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,1.110,0.030,-0.030,0,6.30000,1.50000,-1.90000,0,Mass,5.710000,,,0,,,,,M3 V,0.37,0.02,-0.02,0,0.475,0.325,-0.325,0,10.8864000,0.0041000,-0.0042000
HD 3651 b,0,62.25000000,0.00400000,-0.00400000,0,0.295000,0.029000,-0.029000,0,0.899,,,0,0.22800,0.01100,-0.01100,0,Msini,0.386000,,,0,0.645000,0.020000,-0.020000,0,K0 V,0.80,,,0,3.000,7.000,-3.000,0,11.1336000,0.0073000,-0.0072000
HD 85512 b,0,58.43000000,0.13000000,-0.13000000,0,0.260000,0.000000,0.000000,0,0.153,,,0,0.01100,0.00200,-0.00200,0,Msin(i)/sin(i),3.890000,,,0,0.110000,0.100000,-0.100000,0,K5 V,0.43,0.10,-0.10,0,5.610,0.610,-0.610,0,11.2810000,0.0052000,-0.0052000
Ross 458 c,0,,,,,1100.000000,,,-1,1.250,,,0,6.00000,,,0,Mass,3.810000,,,0,,,,,M2,0.56,0.02,-0.02,0,0.500,0.300,-0.350,0,11.5094000,0.0202500,-0.0202500
HD 141004 b,0,15.50830000,0.00160000,-0.00180000,0,0.123800,0.002000,-0.002000,0,0.336,,,0,0.04290,0.00460,-0.00460,0,Msini,1.400000,,,0,0.160000,0.110000,-0.100000,0,G0Vvar,1.05,0.05,-0.05,0,6.320,0.880,-1.560,0,11.8148000,0.0361000,-0.0359000
GJ 414 A b,0,50.80000000,0.10000000,-0.26000000,0,0.232400,0.009200,-0.009900,0,0.235,0.109,-0.076,0,0.02391,0.00768,-0.00689,0,Msini,2.300000,,,0,0.450000,0.190000,-0.220000,0,K7 V,0.65,0.08,-0.08,0,12.400,5.200,-5.200,0,11.8893000,0.0067000,-0.0067000
GJ 414 A c,0,749.83000000,4.35000000,-3.63000000,0,1.400000,0.055000,-0.060000,0,0.749,0.321,-0.223,0,0.16937,0.02888,-0.02700,0,Msini,0.499000,,,0,0.105000,0.110000,-0.703000,0,K7 V,0.65,0.08,-0.08,0,12.400,5.200,-5.200,0,11.8893000,0.0067000,-0.0067000
TRAPPIST-1 b,0,1.51082600,0.00000600,-0.00000600,0,0.011540,0.000100,-0.000100,0,0.100,0.001,-0.001,0,0.00432,0.00022,-0.00022,0,Mass,5.441939,0.264654,-0.275681,0,0.006220,0.003040,-0.003040,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 c,0,2.42193700,0.00001800,-0.00001800,0,0.015800,0.000130,-0.000130,0,0.098,0.001,-0.001,0,0.00412,0.00018,-0.00018,0,Mass,5.463993,0.220545,-0.237085,0,0.006540,0.001880,-0.001880,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 d,0,4.04921900,0.00002600,-0.00002600,0,0.022270,0.000190,-0.000190,0,0.070,0.001,-0.001,0,0.00122,0.00004,-0.00004,0,Mass,4.366784,0.154381,-0.165408,0,0.008370,0.000930,-0.000930,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 e,0,6.10101300,0.00003500,-0.00003500,0,0.029250,0.002500,-0.002500,0,0.082,0.001,-0.001,0,0.00218,0.00007,-0.00007,0,Mass,4.901605,0.165408,-0.181949,0,0.005100,0.000580,-0.000580,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 f,0,9.20754000,0.00003200,-0.00003200,0,0.038490,0.000330,-0.000330,0,0.093,0.001,-0.001,0,0.00327,0.00010,-0.00010,0,Mass,5.022904,0.137840,-0.159895,0,0.010070,0.000680,-0.000680,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 g,0,12.35244600,0.00005400,-0.00005400,0,0.046830,0.000400,-0.000400,0,0.101,0.001,-0.001,0,0.00416,0.00012,-0.00012,0,Mass,5.055986,0.137840,-0.159895,0,0.002080,0.000580,-0.000580,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
TRAPPIST-1 h,0,18.77286600,0.00021400,-0.00021400,0,0.061890,0.000530,-0.000530,0,0.067,0.001,-0.001,0,0.00103,0.00006,-0.00006,0,Mass,4.162780,0.325303,-0.303249,0,0.005670,0.001210,-0.001210,0,,0.09,0.00,0.00,0,0.500,,,-1,12.4298888,0.0187066,-0.0187066
HD 69830 b,0,8.66700000,0.00300000,-0.00300000,0,0.078500,,,0,0.283,,,0,0.03210,,,0,Msini,1.760000,,,0,0.100000,0.040000,-0.040000,0,K0V,0.86,0.03,-0.03,0,7.000,3.000,-3.000,0,12.5591000,0.0097000,-0.0096000
HD 69830 c,0,31.56000000,0.04000000,-0.04000000,0,0.186000,,,0,0.309,,,0,0.03710,,,0,Msini,1.570000,,,0,0.130000,0.060000,-0.060000,0,K0V,0.86,0.03,-0.03,0,7.000,3.000,-3.000,0,12.5591000,0.0097000,-0.0096000
HD 69830 d,0,197.00000000,3.00000000,-3.00000000,0,0.630000,,,0,0.397,,,0,0.05700,,,0,Msini,1.130000,,,0,0.070000,0.070000,-0.070000,0,K0V,0.86,0.03,-0.03,0,7.000,3.000,-3.000,0,12.5591000,0.0097000,-0.0096000
55 Cnc b,0,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,1.240,,,0,0.83060,0.00330,-0.00330,0,Mass,0.540000,,,0,0.000000,0.010000,-0.010000,0,K0 IV-V,0.91,0.02,-0.02,0,5.500,2.500,-2.500,0,12.5855000,0.0124000,-0.0123000
55 Cnc c,0,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,0.760,,,0,0.17140,0.00550,-0.00550,0,Mass,0.486000,,,0,0.030000,0.020000,-0.020000,0,G8V,0.91,0.02,-0.02,0,10.200,2.500,-2.500,0,12.5855000,0.0124000,-0.0123000
55 Cnc d,0,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,1.160,,,0,3.87800,0.06800,-0.06800,0,Mass,3.080000,,,0,0.130000,0.020000,-0.020000,0,G8 V,0.91,0.02,-0.02,0,5.500,2.500,-2.500,0,12.5855000,0.0124000,-0.0123000
55 Cnc e,0,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,0.167,0.003,-0.003,0,0.02514,0.00101,-0.00104,0,Mass,6.660000,0.430000,-0.400000,0,0.050000,0.030000,-0.030000,0,G8 V,0.91,0.02,-0.02,0,10.200,2.500,-2.500,0,12.5855000,0.0124000,-0.0123000
55 Cnc f,0,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,0.677,,,0,0.14100,0.01200,-0.01200,0,Mass,0.563000,,,0,0.080000,0.050000,-0.040000,0,G8V,0.91,0.02,-0.02,0,10.200,2.500,-2.500,0,12.5855000,0.0124000,-0.0123000
GJ 1132 b,0,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.101,0.005,-0.005,0,0.00522,0.00072,-0.00072,0,Mass,6.300000,1.300000,-1.300000,0,0.220000,,,0,M4.5 V,0.18,0.02,-0.02,0,5.000,,,-1,12.6130000,0.0070000,-0.0070000
GJ 1132 c,0,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.128,,,0,0.00831,0.00138,-0.00138,0,Msini,4.960000,,,0,0.270000,,,1,M4.5 V,0.18,0.02,-0.02,0,5.000,,,-1,12.6130000,0.0070000,-0.0070000
VHS J125601.92-125723.9 b,0,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,1.220,,,0,16.00000,1.00000,-1.00000,0,Mass,10.900000,,,0,0.680000,0.110000,-0.100000,0,M7.5,0.07,0.02,-0.01,0,0.140,,,0,12.7000000,1.0000000,-1.0000000
HD 190007 b,0,11.72000000,0.00100000,-0.00100000,0,0.092000,0.000800,-0.000800,0,0.375,,,0,0.05179,0.00522,-0.00522,0,Msini,1.210000,,,0,0.140000,0.070000,-0.070000,0,K3/4V,0.77,0.02,-0.02,0,1.000,,,-1,12.7141000,0.0101000,-0.0100000
HD 147513 b,0,528.40000000,6.30000000,-6.30000000,0,1.320000,,,0,1.220,,,0,1.21000,,,0,Msini,0.823000,,,0,0.260000,0.050000,-0.050000,0,G3/5V,1.11,,,0,0.300,,,0,12.9032000,0.0234000,-0.0233000
HD 40307 b,0,4.31230000,0.00110000,-0.00120000,0,0.046800,0.002400,-0.002300,0,0.163,,,0,0.01260,0.00250,-0.00220,0,Msini,3.590000,,,0,0.200000,0.140000,-0.160000,0,K2.5 V,0.77,0.05,-0.05,0,4.500,,,0,12.9363000,0.0047000,-0.0046000
HD 40307 c,0,9.61840000,0.00500000,-0.00490000,0,0.079900,0.004000,-0.004000,0,0.219,,,0,0.02080,0.00350,-0.00310,0,Msini,2.440000,,,0,0.060000,0.110000,-0.060000,0,K2.5 V,0.77,0.05,-0.05,0,4.500,,,0,12.9363000,0.0047000,-0.0046000
HD 40307 d,0,20.43200000,0.02200000,-0.02400000,0,0.132100,0.006600,-0.006600,0,0.272,,,0,0.02990,0.00530,-0.00470,0,Msini,1.860000,,,0,0.070000,0.110000,-0.070000,0,K2.5 V,0.77,0.05,-0.05,0,4.500,,,0,12.9363000,0.0047000,-0.0046000
HD 40307 f,0,51.76000000,0.50000000,-0.46000000,0,0.247000,0.011000,-0.014000,0,0.190,,,0,0.01640,0.00470,-0.00500,0,Msini,2.960000,,,0,0.020000,0.200000,-0.020000,0,K2.5 V,0.77,0.05,-0.05,0,4.500,,,0,12.9363000,0.0047000,-0.0046000
ups And b,0,4.61703300,0.00002300,-0.00002300,0,0.059222,0.000000,0.000000,0,1.250,,,0,0.68760,0.00440,-0.00440,0,Msini,0.438000,,,0,0.021500,0.000700,-0.000700,0,F8 V,1.30,,,0,5.000,,,0,13.4054000,0.0635000,-0.0629000
ups And c,0,241.25800000,0.06400000,-0.06400000,0,0.827774,0.000015,-0.000015,0,1.100,,,0,13.98000,2.30000,-5.30000,0,Mass,13.100000,,,0,0.259600,0.007900,-0.007900,0,F8 V,1.30,,,0,5.000,,,0,13.4054000,0.0635000,-0.0629000
ups And d,0,1276.46000000,0.57000000,-0.57000000,0,2.513290,0.000750,-0.000750,0,1.110,,,0,10.25000,0.70000,-3.30000,0,Mass,9.170000,,,0,0.298700,0.007200,-0.007200,0,F8 V,1.30,,,0,5.000,,,0,13.4054000,0.0635000,-0.0629000
47 UMa b,0,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,1.180,,,0,2.53000,0.07000,-0.06000,0,Msini,1.920000,,,0,0.032000,0.014000,-0.014000,0,G0 V,1.06,0.13,-0.14,0,6.480,1.440,-1.040,0,13.7967000,0.0289000,-0.0289000
47 UMa c,0,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,1.270,,,0,0.54000,0.06600,-0.07300,0,Msini,0.329000,,,0,0.098000,0.047000,-0.096000,0,G1 V,1.06,0.13,-0.14,0,6.480,1.440,-1.040,0,13.7967000,0.0289000,-0.0289000
47 UMa d,0,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,1.200,,,0,1.64000,0.29000,-0.48000,0,Msini,1.160000,,,0,0.160000,0.090000,-0.160000,0,G0V,1.06,0.13,-0.14,0,6.480,1.440,-1.040,0,13.7967000,0.0289000,-0.0289000
TOI-540 b,0,1.23914910,0.00000170,-0.00000170,0,0.012230,0.000360,-0.000360,0,0.081,0.005,-0.005,0,0.00212,,,0,M-R relationship,5.030000,,,0,0.000000,,,0,M V,0.16,0.01,-0.01,0,1.100,0.900,-1.000,0,14.0022000,0.0088000,-0.0089000
gam Cep b,0,903.30000000,1.50000000,-1.50000000,0,2.050000,0.060000,-0.060000,0,1.120,,,0,9.40000,0.70000,-1.10000,0,Mass,8.410000,,,0,0.049000,0.034000,-0.034000,0,K1 IV,1.40,0.12,-0.12,0,5.400,2.100,-2.100,0,14.1024000,0.0989298,-0.0989298
GJ 1214 b,0,1.58040433,0.00000013,-0.00000013,0,0.014900,0.000260,-0.000260,0,0.245,0.004,-0.005,0,0.02571,0.00135,-0.00135,0,Mass,2.200000,0.170000,-0.160000,0,0.063000,,,1,M4 V,0.18,0.01,-0.01,0,3.000,,,-1,14.6427000,0.0372000,-0.0372000
HD 136352 b,0,11.57797000,0.00008000,-0.00013000,0,0.096400,0.002800,-0.002800,0,0.148,0.004,-0.004,0,0.01485,0.00132,-0.00132,0,Mass,5.623888,0.716770,-0.661634,0,0.000000,,,0,G4 V,0.87,0.04,-0.04,0,12.300,1.200,-2.900,0,14.6820000,0.0199000,-0.0198000
HD 136352 c,0,27.59221000,0.00011000,-0.00011000,0,0.172100,0.005000,-0.005000,0,0.260,0.007,-0.007,0,0.03536,0.00205,-0.00198,0,Mass,2.497668,0.248113,-0.226058,0,0.000000,,,0,G4 V,0.87,0.04,-0.04,0,12.300,1.200,-2.900,0,14.6820000,0.0199000,-0.0198000
HD 136352 d,0,107.24500000,0.05000000,-0.05000000,0,0.425000,0.012000,-0.012000,0,0.229,0.008,-0.007,0,0.02775,0.00293,-0.00289,0,Mass,2.878108,0.430062,-0.396980,0,0.000000,,,0,G4 V,0.87,0.04,-0.04,0,12.300,1.200,-2.900,0,14.6820000,0.0199000,-0.0198000
LHS 1140 b,0,24.73694000,0.00041000,-0.00040000,0,0.095700,0.001900,-0.001900,0,0.146,0.004,-0.004,0,0.02007,0.00145,-0.00138,0,Mass,8.040000,0.840000,-0.800000,0,0.096000,,,1,M4.5 V,0.19,0.01,-0.01,0,5.000,,,-1,14.9861000,0.0153000,-0.0152000
LHS 1140 c,0,3.77792000,0.00003000,-0.00003000,0,0.027340,0.000540,-0.000540,0,0.104,0.003,-0.003,0,0.00554,0.00053,-0.00050,0,Mass,6.070000,0.810000,-0.740000,0,0.274000,,,1,M4.5 V,0.19,0.01,-0.01,0,5.000,,,-1,14.9861000,0.0153000,-0.0152000
GJ 163 b,0,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.290,,,0,0.03335,0.00189,-0.00189,0,Msini,1.700000,,,0,0.073000,0.050000,-0.050000,0,M,0.40,0.02,-0.02,0,6.000,4.000,-4.000,0,15.1285000,0.0072000,-0.0072000
GJ 163 c,0,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.223,,,0,0.02140,0.00283,-0.00283,0,Msini,2.390000,,,0,0.099000,0.086000,-0.086000,0,M,0.40,0.02,-0.02,0,6.000,4.000,-4.000,0,15.1285000,0.0072000,-0.0072000
GJ 163 d,0,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,0.528,,,0,0.09250,0.00912,-0.00912,0,Msini,0.779000,,,0,0.373000,0.077000,-0.077000,0,M,0.40,0.02,-0.02,0,6.000,4.000,-4.000,0,15.1285000,0.0072000,-0.0072000
GJ 317 b,0,695.66000000,0.35500000,-0.35500000,0,1.151000,0.018000,-0.018000,0,1.180,,,0,2.50000,0.70000,-0.40000,0,Mass,1.860000,,,0,0.070000,0.010000,-0.010000,0,M2.5 V,0.42,0.02,-0.02,0,5.000,,,0,15.1968000,0.0130000,-0.0129000
GJ 317 c,0,6739.32300000,143.10600000,-143.10600000,0,5.230000,0.111000,-0.111000,0,1.200,,,0,1.64396,0.06010,-0.06010,0,Msini,1.170000,,,0,0.170000,0.020000,-0.020000,0,M2.5 V,0.42,0.02,-0.02,0,5.000,,,0,15.1968000,0.0130000,-0.0129000
HD 140901 b,0,9.02378000,0.00013000,-0.00123000,0,0.085000,0.003000,-0.004000,0,0.363,,,0,0.04900,0.00200,-0.00800,0,Msini,1.270000,,,0,0.472000,0.086000,-0.151000,0,G6IV,0.99,0.12,-0.12,0,4.160,3.000,-3.200,0,15.2528000,0.0112000,-0.0112000
HD 140901 c,0,7417.50547000,131.02920000,-571.38447000,0,7.421000,0.322000,-0.580000,0,1.140,,,0,6.28400,1.34100,-5.04400,0,Mass,5.360000,,,0,0.607000,0.032000,-0.043000,0,G6IV,0.99,0.12,-0.12,0,4.160,3.000,-3.200,0,15.2528000,0.0112000,-0.0112000
51 Peg b,0,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,1.270,,,0,0.46000,0.06000,-0.01000,0,Mass,0.275000,,,0,0.013000,0.012000,-0.012000,0,G5V,1.03,0.17,-0.09,0,10.000,,,0,15.4614000,0.0297000,-0.0297000
HD 160691 d,0,9.63920000,0.00060000,-0.00060000,0,0.092860,,,0,0.283,,,0,0.03200,,,0,Msini,1.750000,,,0,0.000000,0.020000,-0.020000,0,G3 IV-V,1.13,0.02,-0.02,0,5.700,0.600,-0.600,0,15.5981000,0.0296000,-0.0294000
tau Boo b,0,3.31245680,0.00000690,-0.00000690,0,0.049000,0.003000,-0.003000,0,1.140,,,0,5.95000,0.28000,-0.28000,0,Mass,4.950000,,,0,0.011000,0.006000,-0.006000,0,F7 V,1.32,0.24,-0.18,0,2.000,,,0,15.6521000,0.0847000,-0.0838000
GJ 3929 b,0,2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,0.097,0.004,-0.004,0,0.00551,0.00138,-0.00142,0,Mass,7.300000,2.000000,-2.000000,0,0.000000,,,0,M3.5 V,0.31,0.03,-0.02,0,7.100,4.100,-4.900,0,15.8095000,0.0096000,-0.0095000
GJ 3929 c,0,15.04000000,0.03000000,-0.03000000,0,0.081000,0.002000,-0.002000,0,0.201,,,0,0.01797,0.00296,-0.00296,0,Msini,2.720000,,,0,0.000000,,,0,M3.5 V,0.31,0.03,-0.02,0,7.100,4.100,-4.900,0,15.8095000,0.0096000,-0.0095000
HD 190360 b,0,2854.00000000,13.00000000,-13.00000000,0,3.900000,0.200000,-0.200000,0,1.200,,,0,1.80000,0.20000,-0.20000,0,Mass,1.310000,,,0,0.340000,0.018000,-0.018000,0,G V,1.00,0.10,-0.10,0,8.500,,,0,16.0069000,0.0159000,-0.0159000
HD 190360 c,0,17.11100000,0.00480000,-0.00480000,0,0.130400,0.007500,-0.007500,0,0.409,,,0,0.06000,0.00760,-0.00760,0,Msini,1.080000,,,0,0.237000,0.082000,-0.082000,0,G6 IV,0.98,0.15,-0.09,0,8.500,,,0,16.0069000,0.0159000,-0.0159000
HD 113538 b,0,663.20000000,8.40000000,-7.40000000,0,1.240000,0.040000,-0.040000,0,1.180,,,0,0.36000,0.04000,-0.04000,0,Msini,0.273000,,,0,0.140000,0.080000,-0.080000,0,K9 V,0.58,0.05,-0.05,0,4.300,4.000,-4.000,0,16.2817000,0.0139000,-0.0140000
HD 113538 c,0,1818.00000000,25.00000000,-22.00000000,0,2.440000,0.070000,-0.070000,0,1.240,,,0,0.93000,0.06000,-0.06000,0,Msini,0.618000,,,0,0.200000,0.040000,-0.040000,0,K9 V,0.58,0.05,-0.05,0,4.300,4.000,-4.000,0,16.2817000,0.0139000,-0.0140000
GJ 143 b,0,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,0.233,0.015,-0.014,0,0.07142,0.00692,-0.00598,0,Mass,7.000000,1.600000,-1.300000,0,0.188000,0.076000,-0.078000,0,K4.5,0.73,0.07,-0.07,0,3.800,3.700,-3.700,0,16.3200000,0.0071000,-0.0071000
HD 21749 c,0,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,0.080,0.006,-0.005,0,0.01164,,,1,Mass,31.930000,,,1,,,,,K4.5,0.73,0.07,-0.07,0,3.800,3.700,-3.700,0,16.3200000,0.0071000,-0.0071000
HD 128311 b,0,453.01900000,0.40400000,-0.40400000,0,1.084000,0.006000,-0.006000,0,1.200,,,0,1.76900,0.02300,-0.02300,0,Msini,1.260000,,,0,0.303000,0.011000,-0.011000,0,K0,0.83,0.01,-0.01,0,0.960,,,1,16.3292000,0.0199000,-0.0198000
HD 128311 c,0,921.53800000,1.15000000,-1.15000000,0,1.740000,0.010000,-0.010000,0,1.160,,,0,3.78900,0.92400,-0.43200,0,Mass,3.010000,,,0,0.159000,0.006000,-0.006000,0,K0,0.83,0.01,-0.01,0,0.960,,,1,16.3292000,0.0199000,-0.0198000
HD 177565 b,0,44.50500000,0.58600000,-0.29300000,0,0.246000,0.019000,-0.019000,0,0.357,,,0,0.04751,0.02014,-0.01904,0,Msini,1.300000,,,0,0.059300,0.171700,-0.057450,0,G8V,1.00,0.10,-0.10,0,6.880,3.360,-3.800,0,16.9179000,0.0192000,-0.0192000
HD 7924 b,0,5.39792000,0.00025000,-0.00025000,0,0.060000,0.000000,0.000000,0,0.214,,,0,0.02000,0.00000,0.00000,0,Msini,2.530000,,,0,0.060000,0.050000,-0.050000,0,K0.5 V,0.65,0.05,-0.05,0,0.880,,,0,16.9922000,0.0072000,-0.0072000
HD 7924 c,0,15.29900000,0.00320000,-0.00330000,0,0.113400,0.001300,-0.001400,0,0.243,,,0,0.02473,0.00230,-0.00223,0,Msini,2.150000,,,0,0.098000,0.096000,-0.069000,0,K0.5 V,0.83,0.02,-0.04,0,0.880,,,0,16.9922000,0.0072000,-0.0072000
HD 7924 d,0,24.45100000,0.01500000,-0.01700000,0,0.155100,0.001800,-0.001900,0,0.216,,,0,0.02026,0.00249,-0.00245,0,Msini,2.500000,,,0,0.210000,0.130000,-0.120000,0,K0.5 V,0.83,0.02,-0.04,0,0.880,,,0,16.9922000,0.0072000,-0.0072000
HR 810 b,0,302.79999000,2.30000000,-2.30000000,0,0.920000,0.020000,-0.020000,0,1.190,,,0,2.27000,0.25000,-0.25000,0,Msini,1.690000,,,0,0.140000,0.130000,-0.130000,0,G0V,1.34,0.13,-0.13,0,2.720,,,0,17.3181000,0.0162000,-0.0162000
HD 10647 b,0,989.20000000,8.10000000,-8.10000000,0,2.015000,0.011000,-0.011000,0,1.230,,,0,0.94000,0.08000,-0.08000,0,Msini,0.625000,,,0,0.150000,0.080000,-0.080000,0,F9 V,1.11,0.02,-0.02,0,1.400,0.900,-0.900,0,17.3357000,0.0223000,-0.0223000
rho CrB c,0,102.19000000,0.27000000,-0.22000000,0,0.420600,0.004400,-0.004500,0,0.515,,,0,0.08873,0.00472,-0.00472,0,Msini,0.802000,,,0,0.096000,0.053000,-0.054000,0,G0 V,0.95,0.01,-0.01,0,10.200,0.500,-0.500,0,17.4671000,0.0241000,-0.0240000
rho CrB d,0,282.20000000,2.20000000,-3.70000000,0,0.827000,0.011000,-0.011000,0,0.440,,,0,0.06796,0.00787,-0.00787,0,Msini,0.985000,,,0,0.000000,,,0,G0 V,0.95,0.01,-0.01,0,10.200,0.500,-0.500,0,17.4671000,0.0241000,-0.0240000
